ID Code,Color 1,Color 2,Card Name,Stage,Level,Rarity,DP,Play Cost,DigiCost 1,DigiCost 2,Main Effect,Inherited Effect,Security,Attribute,Type,Url
BT5-011,Red,-,Meramon,Champion (Lv4),4,Common,5000,5,2,-,[When Digivolving] 1 of your other Digimon gets +3000 DP for the turn.,-,-,Data,Flame,
BT5-012,Red,-,Monochromon,Champion (Lv4),4,Common,5000,6,1,-,"<Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.[When Attacking] Lose 2 memory.",-,-,Data,Ankylosaur,
BT5-013,Red,-,Triceramon,Ultimate (Lv5),5,Common,8000,5,3,-,-,-,-,Data,Ceratopsian,
BT5-014,Red,-,OmniShoutmon,Ultimate (Lv5),5,Rare,7000,8,3,-,Your [Shoutmon] can Digivolve into this card in your hand for a memory cost of 4 ignoring this card's Digivolution requirements.,"[Your Turn] If this Digimon has <Blitz>, it gains <Security attack +1>. (This Digimon checks 1 additional security card.)",-,Data,Dragonkin,
BT5-015,Red,-,MetalGreymon: Alterous Mode,Ultimate (Lv5),5,Rare,8000,8,3Lv4/1Lv5,-,"[When Digivolving] If this Digimon has a digivolution card with [MetalGreymon] in its name, delete 1 of your opponents Digimon with 4000 DP or less.","[Your Turn] While this Digimon has [Greymon] or [Omnimon] in its name, it gets +2000 DP.",-,Vaccine,Cyborg,
BT5-016,Red,-,WarGreymon,Mega (Lv6),6,Rare,11000,11,3,-,"[When Digivolving] If this Digimon has a digivolution card with [Greymon] in its name (other than [DoruGreymon], [BurningGreymon], or [DexDoruGreymon]) , delete 1 of your opponent's Digimon with <Blocker>.",[When Attacking] Destroy 1 of your opponent's Digimon with 3000 DP or less.,-,Vaccine,Dragonkin,
BT5-017,Red,-,ZeigGreymon,Mega (Lv6),6,Uncommon,11000,12,3,-,[When Digivolving] <Blitz> (This Digimon can attack when your opponent has 1 or more memory.),"[Your Turn] When this Digimon attacks with <Blitz>, it can also attack your opponent's unsuspended Digimon.",-,Virus,Cyborg,
BT5-018,Red,-,Dorbickmon,Mega (Lv6),6,Common,11000,12,3,-,[When Attacking] You may trash 1 red Digimon card in your hand to add the trashed card's DP to this Digimon for the turn.,-,-,Virus,Dragonkin/ Big Death-Stars,
BT5-019,Red,-,Shoutmon DX,Mega (Lv6),6,Super Rare,12000,13,4Lv5/2Lv6,-,"[When Digivolving] <Blitz>(This Digimon can attack when your opponent has 1 or more memory.)[When Digivolving] You may place 1 red Digimon card from your hand at the top of this Digimon's digivolution cards. Then, for each [OmniShoutmon] or [ZeigGreymon] in this Digimon's digivolution cards, delete 1 of your opponent's Digimon with 5000 DP or less.",-,-,Data,Composite,
BT5-020,Blue,-,Gabumon,Rookie (Lv3),3,Uncommon,2000,3,0,-,[On Play] Reveal the top 3 cards of your Deck. Add 1 Digimon card with [Garurumon] in its name and 1 Digimon card with [Omnimon] in its name from among them to your hand. Place the remaining cards at the bottom of your deck in any order.,-,-,Data,Reptile,
BT5-021,Blue,-,Syakomon,Rookie (Lv3),3,Common,3000,3,0,-,[Opponent's Turn] Your opponent can't reduce digivolution costs.,-,-,Virus,Crustacean,
BT5-022,Blue,-,Bulucomon,Rookie (Lv3),3,Rare,3000,4,0,-,-,"[Your Turn][Once Per Turn] When you trash a digivolution card of 1 of your opponent's Digimon, gain 1 memory.",-,Data,Mini Dragon,
BT5-023,Blue,-,Gesomon,Champion (Lv4),4,Common,4000,3,2,-,-,-,-,Virus,Mollusk,
BT5-024,Blue,-,Garurumon,Champion (Lv4),4,Common,5000,5,2,-,"[When Digivolving] If this Digimon has [Gabumon] in its digivolution cards, gain 1 memory.","[All Turns] While this Digimon has [Garurumon] or [Omnimon] in its name, this Digimon gets +1000 DP.",-,Vaccine,Beast,
BT5-025,Blue,-,Paledramon,Champion (Lv4),4,Common,4000,5,2,-,[When Digivolving] Trash 2 digivolution cards at the bottom of 1 of your opponents Digimon.,-,-,Data,Dragon,
BT5-026,Blue,-,Coelamon,Champion (Lv4),4,Common,5000,6,1,-,"<Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.)[When Attacking] Lose 2 memory.",-,-,Data,Ancient FIsh,
BT5-027,Blue,-,MarineDevimon,Ultimate (Lv5),5,Common,7000,6,2,-,-,-,-,Virus,Aquabeast,
BT5-028,Blue,-,CrysPaledramon,Ultimate (Lv5),5,Uncommon,7000,8,3,-,[When Digivolving] Trash 1 digivolution card from the bottom of all of your opponent's Digimon.,"[Your Turn] While your opponent has a Digimon with no digivolution cards, this Digimon gains <Security attack +1>(This Digimon checks 1 additional security card.)",-,Data,Dragonkin,
BT5-029,Blue,-,WereGarurumon: Sagittarius Mode,Ultimate (Lv5),5,Rare,8000,8,3Lv3/1Lv5,-,"[Your Turn] While this Digimon has a digivolution card with [WereGarurumon] in its name, this Digimon gains<Jamming>. (This Digimon can't be deleted in battles against Security Digimon.)","[All Turns] While this Digimon has [Garurumon] or [Omnimon] in its name, this Digimon gets +1000 DP.",-,Vaccine,Beastkin,
BT5-030,Blue,-,Neptunemon,Mega (Lv6),6,Uncommon,10000,10,2,-,[Opponent's Turn] This Digimon can't be attacked.,-,-,Vaccine,Shaman/ Olympos XII,
BT5-031,Blue,-,MetalGarurumon,Mega (Lv6),6,Rare,11000,11,3,-,"[When Digivolving] If a Digimon card with [Garurumon] is in this Digimon's digivolution cards, return 1 of your opponent's Digimon with an [On Deletion] effect to the bottom of its owner's deck. Trash all of the digivolution cards of that Digimon.",-,-,Data,Cyborg,
BT5-032,Blue,-,Hexeblaumon,Mega (Lv6),6,Super Rare,11000,12,3,-,"[When attacking] Trash the bottom 2 digivolution cards of 1 of your opponent's Digimon. Then, if your opponent has a Digimon with no digivolution cards, this Digimon gains <Jamming> (This Digimon can't be deleted in battles against Security Digimon.) for the turn.[All Turns] All of your opponent's Digimon without a digivolution card can't attack or block.",-,-,Data,Magic Knight,
BT5-033,Yellow,-,Cutemon,Rookie (Lv3),3,Common,3000,3,0,-,[Opponent's Turn] Your opponent can't reduce digivolution costs.,-,-,Vaccine,Fairy,
BT5-034,Yellow,-,Kotemon,Rookie (Lv3),3,Common,2000,3,0,-,[On Play] Reveal 5 cards from the top of your deck. Add up to 2 yellow Digimon cards with [Warrior] or [Holy Warrior] in their types among them to your hand. Place the remaining cards at the bottom of your deck in any order,-,-,Data,Reptile,
BT5-035,Yellow,-,Starmons,Rookie (Lv3),3,Common,1000,3,0,-,[On Play] 1 of your opponent's Digimon get -1000 DP for the turn for each Digimon you have in play.,-,-,Data,Major,
BT5-036,Yellow,-,Renamon,Rookie (Lv3),3,Rare,3000,4,0,-,[On Play] Give 1 of your opponent's Digimon <Security Attack -1> (This Digimon checks 1 fewer security cards) until the end of your opponent's next turn.,-,-,Data,Beastkin,
BT5-037,Yellow,-,Gladimon,Champion (Lv4),4,Common,4000,4,2,-,"[On Play] Look at your security stack, you may reveal 1 Digimon card with [Warrior] or [Holy Warrior] in its type from among them and add it to your hand. If you did, trigger <Recovery +1(Deck)>. (Place the top card of your deck on top of your security stack.) Then shuffle your security stack.",-,-,Vaccine,Warrior,
BT5-038,Yellow,-,Kyubimon,Champion (Lv4),4,Common,4000,5,2,-,-,[Your Turn] All of your opponent's Security Digimon get -1000 DP.,-,Data,Mysterious Beast,
BT5-039,Yellow,-,ShootingStarmon,Champion (Lv4),4,Uncommon,4000,5,2,-,[On Deletion] 1 of your opponent's Digimon gets -3000 DP for the turn.,-,-,Data,Super Major,
BT5-040,Yellow,-,SuperStarmon,Ultimate (Lv5),5,Uncommon,7000,6,2,-,-,-,-,Data,Mutant,
BT5-041,Yellow,-,Taomon,Ultimate (Lv5),5,Common,7000,6,3,-,-,[Your Turn] All of your opponent's Security Digimon get -1000 DP.,-,Data,Wizard,
BT5-042,Yellow,-,Knightmon,Ultimate (Lv5),5,Common,7000,7,3,-,[On Play] 1 of your opponent's Digimon get -4000 DP for the turn.,-,-,Data,Warrior,
BT5-043,Yellow,-,Jijimon,Mega (Lv6),6,Uncommon,10000,10,2,-,[On Deletion] Trigger <Recovery +1(Deck)>. (Place the top card of your deck on top of your security stack.),-,-,Vaccine,Ancient,
BT5-044,Yellow,-,Sakuyamon,Mega (Lv6),6,Rare,11000,12,3,-,"[Opponent's Turn] When your opponent's Digimon is moved from the breeding area to the battle area, that Digimon gets <Security Attack -3> (This Digimon checks 3 fewer security cards) for the turn.[Your Turn] All of your opponent's Security Digimon get -3000 DP.",-,-,Data,Shaman,
BT5-045,Yellow,-,LordKnightmon,Mega (Lv6),6,Super Rare,11000,13,3,-,"[When Attacking] You may play 1 level 3 yellow Digimon card or 1 yellow Digimon card with [Warrior] in its type without paying its memory cost.[All Turns] For each of your other Digimon, this Digimon gets +1000 DP.",-,-,Virus,Holy Warrior/ Royal Knight,
BT5-046,Green,-,Terriermon Assistant,Rookie (Lv3),3,Rare,1000,3,0,-,"[Main] <Digi-Burst 1> ( You may trash any 1 cards from this Digimon's digivolution cards to trigger the following effect)- Reveal the top card of your deck. If it is a Green Digimon card, add it to your hand. Otherwise place it at the bottom of your deck.",-,-,Vaccine,Beast,
BT5-047,Green,-,Palmon,Rookie (Lv3),3,Common,2000,3,0,-,[On Deletion] Place 1 [Palmon] from your trash to the bottom of 1 of your Green Digimon's digivolution cards.,-,-,Data,Vegetation,
BT5-048,Green,-,Floramon,Rookie (Lv3),3,Common,4000,3,0,-,-,-,-,Common,Vegetation,
BT5-049,Green,-,Kiwimon,Champion (Lv4),4,Uncommon,4000,4,2,-,[On Play] Reveal 3 cards from the top of your deck. Add all Digimon cards with <Digisorption> among them to your hand. Place the remaining cards at the bottom of your deck in any order.,-,-,Data,Ancient Bird,
BT5-050,Green,-,Weedmon,Champion (Lv4),4,Common,3000,4,1,-,-,"[Your Turn] When this Digimon triggers <Digi-Burst> and trashes this card, gain 1 memory.",-,Virus,Vegetation,
BT5-051,Green,-,MoriShellmon,Champion (Lv4),4,Common,7000,6,2,-,-,-,-,Data,Mollusk,
BT5-052,Green,-,Garbagemon,Ultimate (Lv5),5,Common,8000,5,3,-,-,-,-,Virus,Mutant,
BT5-053,Green,-,Deramon,Ultimate (Lv5),5,Common,7000,7,3,-,"[Your Turn] For each other suspended Digimon you have in play, this Digimon gets +2000 DP.",-,-,Data,Avian,
BT5-054,Green,-,Piximon,Ultimate (Lv5),5,Common,8000,7,2,-,-,-,-,Data,Fairy,
BT5-055,Green,-,BanchoLillymon,Mega (Lv6),6,Uncommon,11000,11,3,-,[On Deletion] Return 1 of your opponent's suspended Digimon to the bottom of its owner's deck. (Trash the digivolution cards of that Digimon.),-,-,Data,Fairy/Boss,
BT5-056,Green,-,Rafflesimon,Mega (Lv6),6,Super Rare,11000,12,3Lv5/1Lv6,-,"[Main] <Digi-Burst 2> (You may trash any 2 cards from this Digimon's digivolution cards to trigger the following effect)- All of your Digimon gain +2000 DP for the turn.[Your Turn] [Once Per Turn] When your Digimon uses <Digi-Burst>, 1 of your opponents Digimon cannot attack or block until the end of the opponents next turn.",-,-,Data,Fairy,
BT5-057,Green,-,Rosemon,Mega (Lv6),6,Uncommon,11000,12,3,-,[Main] <Digi-Burst 3>(Trash 3 of this Digimon's Digivolution cards to activate the effect below.) -All of your Digimon with <Digi-Burst> gain <Security Attack +1> (This Digimon checks 1 additional security card) for the turn.,-,-,Data,Fairy,
BT5-058,Green,-,Argomon,Mega (Lv6),6,Rare,11000,13,4,-,"<Digisorption -2> (When one of your Digimon digivolves into this card from your hand, you may suspend 1 of your Digimon to reduce the memory cost of the digivolution by 2.)[When Digivolving] Suspend all of your opponent's Tamers.[All Turns] All of your opponent's Tamers can't unsuspend.",-,-,Data,Mutant,
BT5-059,Black,-,Keramon,Rookie (Lv3),3,Common,2000,3,0,-,[On Play] Reveal the top 5 cards of your deck. Add 1 Digimon card with [Unidentified] in its type and 1 [Arata Sanada] Tamer card from among them to your hand. Place the remaining cards at the bottom of your deck in any order.,-,-,Unknown,Unidentified,
BT5-060,Black,-,Monitamon,Rookie (Lv3),3,Uncommon,2000,3,0,-,[On Play] Look at the top card of your deck.[On Deletion] Reveal 3 cards from the top of your deck. You may play 1 [Monitamon] among them without paying its memory cost. Place the remaining cards at the bottom of your deck in any order.,-,-,Data,CRT,
BT5-061,Black,-,Commandramon,Rookie (Lv3),3,Common,2000,4,0,-,"<Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.)",-,-,Virus,Cyborg/D-Brigade,
BT5-062,Black,-,Mekanorimon,Champion (Lv4),4,Common,6000,4,3,-,"<Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.)[Your Turn] This Digimon can't attack.[Opponent's Turn] When this Digimon deletes an opponent's Digimon in battle and survives, unsuspend it.",-,-,Virus,Machine,
BT5-063,Black,-,Kurisarimon,Champion (Lv4),4,Common,4000,5,2,-,"[When Digivolving] If you don't have an [Arata Sanada] card in play, you may play one from your hand without paying its memory cost.",[Your Turn] All of your other Digimon with the same name as this Digimon gain <Rush>. (This Digimon can attack the turn it comes into play.),-,Unknown,Unidentified,
BT5-064,Black,-,BlackGaogamon,Champion (Lv4),4,Common,5000,5,2,-,-,"[Your Turn] While this Digimon has <Reboot>, it gains <Jamming>. (This Digimon can't be deleted in battles against Security Digimon.)",-,Data,Beast,
BT5-065,Black,-,Shademon,Champion (Lv4),4,Uncommon,5000,6,2,-,"[Security] At the end of the battle, play this card without paying its memory cost.<Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.)[Your Turn] This Digimon can't attack.",-,-,Virus,Unidentified,
BT5-066,Black,-,WaruMonzaemon,Ultimate (Lv5),5,Rare,6000,5,2,-,-,-,-,Vaccine,Puppet,
BT5-067,Black,-,Infermon,Ultimate (Lv5),5,Uncommon,6000,7,3,-,"Your [Keramon] can digivolve into this card in your hand for a memory cost of 4, ignoring this card's digivolution requirements.","[On Deletion] Play 1 [Diaboromon] Token without paying its memory cost. (Diaboromon Tokens are level 6 white Digimon with a memory cost of 14, 3000 DP, and are Mega form, Unidentified type, and Unknown attribute.)",-,Unknown,Unidentified,
BT5-068,Black,-,BlackMachGaogamon,Ultimate (Lv5),5,Common,7000,8,3,-,<Reboot> (Unsuspend this Digimon during your opponent's unsuspend phase.),"[Your Turn] While this Digimon has <Reboot>, it gets +2000 DP.",-,Data,Cyborg,
BT5-069,Black,-,BlackWarGreymon,Mega (Lv6),6,Rare,12000,11,4,-,<Security attack +1> (This Digimon checks 1 additional security cards.)<Reboot> (Unsuspend this Digimon during your opponent's unsuspend phase.),-,-,Virus,Dragonkin,
BT5-070,Black,-,MetalGarurumon,Mega (Lv6),6,Super Rare,11000,11,3,-,"<Reboot> (Unsuspend this Digimon during your opponent's unsuspend phase.)[When Digivolving] <Digi-Burst 2> (You may trash any 2 cards from this Digimon's digivolution cards to trigger the following effect)- Delete 1 of your opponent's Digimon that has a play cost of 6 or less. If a Digimon was not deleted by this effect, trash the top card of your opponent's security stack.",-,-,Virus,Cyborg,
BT5-071,Purple,-,Guilmon,Rookie (Lv3),3,Uncommon,2000,3,0,-,"[On Deletion] If this card was deleted by an effect, gain 1 memory.",-,-,Virus,Reptile,
BT5-072,Purple,-,Fake Agumon Expert,Rookie (Lv3),3,Uncommon,1000,3,0,-,[On Deletion] You may add a level 3 Digimon with an [On Deletion] effect that is not named [Fake Agumon Expert] from your trash to your hand.,-,-,Virus,Dinosaur,
BT5-073,Purple,-,Pillomon,Rookie (Lv3),3,Common,4000,3,0,-,-,-,-,Vaccine,Mammal,
BT5-074,Purple,-,Troopmon,Champion (Lv4),4,Common,3000,4,2,-,[On Deletion] You may play 1 [Troopmon] from your hand without paying its memory cost.,-,-,Data,Undead,
BT5-075,Purple,-,Musyamon,Champion (Lv4),4,Common,4000,4,2,-,<Jamming> (This Digimon can't be deleted in battles against Security Digimon.),-,-,Virus,Wizard,
BT5-076,Purple,-,BlackGrowlmon,Champion (Lv4),4,Common,4000,5,2,-,-,"[Your Turn] (Once per turn) When your other Digimon is deleted, this Digimon gains <Security Attack +1> for the turn.",-,Virus,Dark Dragon,
BT5-077,Purple,-,Vajramon,Ultimate (Lv5),5,Common,8000,7,2,-,-,-,-,Vaccine,Holy Beast/ Deva,
BT5-078,Purple,-,Jokermon,Ultimate (Lv5),5,Common,7000,7,3,-,[On Deletion] You may play 1 level 3 purple Digimon card from your trash without paying its memory cost. Any [On Play] effects on Digimon played with this effect don't activate.,-,-,Virus,Wizard,
BT5-079,Purple,-,BlackWarGreymon,Mega (Lv6),6,Rare,7000,8,3,-,[Main] <Digi-Burst 3>(You may trash any 3 cards from this Digimon's digivolution cards to trigger the following effect)- Play 1 purple level 3 Digimon card from your trash without paying its memory cost. Any [On Play] effects on Digimon played with this effect don't activate.,[When Attacking] (Once per turn) You can delete 1 of your other Digimon to unsuspend this Digimon.,-,Virus,Cyborg,
BT5-080,Purple,-,Zanbamon,Mega (Lv6),6,Uncommon,10000,10,2,-,"<Retaliation> (When this Digimon is deleted after losing a battle, delete the Digimon it was battling.)",-,-,Virus,Wizard,
BT5-081,Purple,-,ChaosGallantmon,Mega (Lv6),6,Super Rare,12000,12,4,-,"[When Digivolving] You may delete 1 of your other Digimon to delete 1 of your opponent's level 5 or lower Digimon.[Your Turn] [Once Per Turn] When your other Digimon is deleted, you may play one purple level 3 Digimon card from your trash without paying its memory cost. Digimon played by this effect do not activate their [On Play] effects.",-,-,Virus,Dark Knight,
BT5-082,Purple,-,Tactimon,Mega (Lv6),6,Super Rare,11000,12,3,-,[When Attacking] Activate one of the following effects. If you have no other Digimon activate them all instead.- Gain 1 Memory.- This Digimon gets +2000 DP for the turn.- Delete up to 3 of your opponent's level 3 Digimon.,-,-,Data,Wizard,
BT5-083,Purple,-,Megidramon,Mega (Lv6),6,Rare,11000,12,3(P)/3(R),-,"[When Digivolving] Trash the top 5 cards from both players' decks.[On Deletion] If you have a Tamer in play, you may play a level 6 Digimon card with [Gallantmon] in its name from your hand or trash without paying its memory cost.```",-,-,Virus,Evil Dragon / Four Great Dragons,
BT5-084,White,-,Diaboromon,Mega (Lv6),6,Rare,11000,11,3,-,"[When Digivolving] You may play 1 [Diaboromon] Token without paying its memory cost. (Diaboromon Tokens are level 6 white Digimon with a memory cost of 14, 3000 DP, and are Mega form, Unidentified type, and Unknown attribute.)",-,-,Unknown,Unidentified,
BT5-085,White,-,Armageddemon,Mega (Lv7),7,Super Rare,15000,15,3(BL)/3(W),-,"When playing this card from your hand, you may delete 1 of your [Diaboromon], to reduce its play cost by 12.<Rush> (This Digimon can attack the turn it is played.)[All Turns] All level 7 Digimon do not activate their [When Digivolving] effects.",-,-,Unknown,Unidentified,
BT5-086,White,-,Omnimon,Mega (Lv7),7,Super Rare,14000,15,4(R)/4(B),-,"[When Digivolving] <Blitz>(When the memory is 1 or more on your opponent's side, this Digimon can attack.)[When Digivolving] Unsuspend this Digimon.[All Turns] When this Digimon would be deleted or returned to the hand or deck by your opponent's effect, you can trash 1 level 6 digivolution card from this Digimon to prevent this Digimon from being deleted or returned to the hand or deck.",-,-,Vaccine,Holy Warrior/ Royal Knight,
BT5-087,White,-,Omnimon Zwart,Mega (Lv7),7,Super Rare,15000,15,6(BL)/6(P),-,"[When Digivolving] Trash the top 3 cards of your deck. Then, you may play up to 2 black or purple Digimon card that has a play cost of 8 or less from your trash without paying their memory cost.[When Attacking] You may return 1 level 6 Digimon card from this Digimon's digivolution cards to your hand to delete 1 of your opponent's unsuspended Digimon that has a play cost of 12 or less.",-,-,Vaccine,Holy Warrior,
BT5-088,Blue,-,Sora Takenouchi & Joe Kido,Tamer,-,Rare,-,4,-,-,"[Start of Your Turn] If your opponent has a Digimon with no digivolution cards, gain 2 memory.[Your Turn] When one of your blue Digimon attacks, you may suspend this Tamer to trash the bottom 2 digivolution cards of 1 of your opponent's Digimon.",-,[Security] Play this card without paying its memory cost.,-,-,
BT5-089,Green,-,Izzy Izumi & Mimi Tachikawa,Tamer,-,Rare,-,4,-,-,"[Start of Your Turn] If your opponent has a suspended Digimon, gain 2 memory.[Your Turn] When your level 5 green Digimon attacks, you can suspend this Tamer to reveal the top 3 cards of your deck. You can digivolve that attacking Digimon into 1 level 6 green Digimon card among them without paying its memory cost. Place the remaining cards at the bottom of your deck in any order.",-,[Security] Play this card without paying its memory cost.,-,-,
BT5-090,Black,-,Arata Sanada,Tamer,-,Rare,-,3,-,-,"[Start of Your Turn] If you have a Digimon card with [Unidentified] in its type in your trash, gain 1 memory.[Your Turn] When you digivolve your Digimon into [Diaboromon], you can suspend this Tamer to play 1 [Diaboromon] Token without paying its memory cost. (Diaboromon Tokens are level 6 white Digimon with a memory cost of 14, 3000 DP, and are Mega form, Unidentified type and Unknown attribute.)",-,[Security] Play this card without paying its memory cost.,-,-,
BT5-091,White,-,Takumi Aiba,Tamer,-,Rare,-,2,-,-,"[Your Turn] When you Digivolve, you can suspend this Tamer to trigger <Draw 1>. (Draw 1 card from your deck.)[All Turns] All level 3 Digimon gain ""[When Attacking] Lose 1 memory.""",-,[Security] Play this card without paying its memory cost.,-,-,
BT5-092,White,-,Nokia Shiramine,Tamer,-,Rare,-,3,-,-,"[On Play] You may play 1 [Agumon] or 1 [Gabumon] from your hand without paying its memory cost.[Main] When digivolving one of your Digimon into a Digimon card in your hand with [Greymon], [Garurumon] or [Omnimon] in its name, you may suspend this Tamer to reduce the memory cost of the digivolution by 1.",-,[Security] Play this card without paying its memory cost.,-,-,
BT5-093,White,-,Tai Kamiya & Matt Ishida,Tamer,-,Rare,-,4,-,-,"[Start of Your Turn] If your opponent has a level 6 or higher Digimon in play, gain 2 memory.[Your Turn] Your Digimon with [Omnimon] in their name gain.<Security Attack+1>. (This Digimon checks 1 additional security card) for the turn.)",-,[Security] Play this card without paying its memory cost.,-,-,
BT5-094,Red,-,Rowdy Rocker,Option,-,Common,-,2,-,-,"[Main] You may place 1 red level 4 or lower Digimon card from your hand under 1 of your Digimon as its bottom digivolution card. If you do, trigger <Draw 2>. (Draw 2 cards from your deck.)",-,[Security] Add this card to its owner's hand.,-,-,
BT5-095,Red,-,Transcendent Sword,Option,-,Uncommon,-,7,-,-,"[Main] Delete 1 of your opponents Digimon with 11000 DP or less. If you have a Digimon with [Omnimon] or [Greymon] (other than [DoruGreymon],[BurningGreyon], or [DexDoruGreymon]) in its name, delete 1 of your opponents Digimon with 15000 DP or less instead.",-,[Security] Activate this card's [Main] effect.,-,-,
BT5-096,Blue,-,Supreme Cannon,Option,-,Common,-,3,-,-,"[Main] Return all of your opponents Digimon with 3000 DP or less to their owner's hands. If you have a Digimon with [Garurumon] or [Omnimon] in its name, return all of your opponents Digimon with 5000 DP or less to their owner's hands instead. Trash the digivolution cards of those Digimon.",-,[Security] Activate this card's [Main] effect.,-,-,
BT5-097,Blue,-,Absolute Blast,Option,-,Uncommon,-,6,-,-,[Main] Trash the Digivolution card at the bottom of 1 of your opponent's Digimon. Then return 1 of your opponent's Digimon without Digivolution cards to the bottom of its owner's deck.,-,Activate this card's [Main] effect.,-,-,
BT5-098,Yellow,-,Meteor Shower,Option,-,Common,-,3,-,-,[Main] You may play 1 yellow Digimon card with [Starmon] in its name from your hand without paying its memory cost.,-,[Security] Activate this card's [Main] effect.,-,-,
BT5-099,Yellow,-,Spiral Masquerade,Option,-,Uncommon,-,4,-,-,"[Main] For each of your Digimon, activate the following effect:- 1 of your opponent's Digimon gets -3000 DP for the turn.",-,[Security] Activate this card's [Main] effect.,-,-,
BT5-100,Green,-,Royal Nuts,Option,-,Common,-,1,-,-,[Main] Reveal 5 cards from the top of your deck. Add 1 Digimon card with <Digisorption> from among them to your hand. Place the remaining cards at the bottom of your deck in any order.,-,[Security] Add this card to your hand.,-,-,
BT5-101,Green,-,You Can't Actually Fly?,Option,-,Uncommon,-,3,-,-,"[Main] Suspend 1 of your opponent's Digimon. Then, if your opponent has a level 7 Digimon in play, trash the top card of their security stack.",-,[Security] Add this card to its owner's hand.,-,-,
BT5-102,Green,-,Wisselen,Option,-,Rare,-,6,-,-,"[Main] Up to 2 of your opponent's Digimon cannot attack or block until the end of your opponent's next turn. Then, if you have a Digimon with <Digi-Burst>, gain 2 memory.",-,"[Security] Up to 2 of your opponent's Digimon cannot attack for the turn. Then, if you have a Digimon with <Digi-Burst>, gain 2 memory.",-,-,
BT5-103,Black,-,A Blazing Storm of Metal!,Option,-,Uncommon,-,1,-,-,"[Main] All your Digimon with <Reboot> get +1000 DP and gain <Blocker>(When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.) until the end of your opponent's next turn.",-,"[Security] Your opponent's Digimon can't attack players for the turn. Then, add this card to your hand.",-,-,
BT5-104,Black,-,Catastrophe Cannon,Option,-,Rare,-,4,-,-,"[Main] Trigger <De-Digivolve 2> on 1 of your opponent's Digimon. (Trash up to 2 cards from the top of one of your opponent's Digimon. If it has no digivolution cards, or becomes a level 3 Digimon, you can't trash any more cards.) Then, if you have a [Diaboromon] in play, you may play 1 [Diaboromon] Token without paying its memory cost. (Diaboromon Tokens are level 6 white Digimon with a memory cost of 14, 3000 DP, and are Mega form, Unidentified type, and Unknown attribute.)",-,[Security] Activate this card's [Main] effect.,-,-,
BT5-105,Black,-,Ultimate Flare,Option,-,Common,-,8,-,-,"[Main] Trigger <De-Digivolve 3> on 1 of your opponent's Digimon. (Trash up to 3 cards from the top of one of your opponent's Digimon. If it has no digivolution cards, or becomes a level 3 Digimon, you can't trash any more cards.) Then, delete all of your opponent's Digimon with play costs of 3 or less.",-,[Security] Activate this card's [Main] effect.,-,-,
BT5-106,Purple,-,Demonic Disaster,Option,-,Common,-,1,-,-,[Main] You may delete 1 of your Digimon to unsuspend 1 of your purple Digimon.,-,[Security] You may play 1 level 3 purple Digimon card from your trash without paying its memory cost. Any [On Play] effects on Digimon played with this effect don't activate.,-,-,
BT5-107,Purple,-,Revive From the Darkness!,Option,-,Uncommon,-,4,-,-,"[Main] Delete 1 of your purple Digimon. Then, you may play 1 level 5 or lower purple Digimon card from your trash without paying its memory cost. Any [On Play] effects on Digimon played with this effect don't activate.",-,[Security] Add this card to its owner's hand.,-,-,
BT5-108,Purple,-,Earth Shaker,Option,-,Rare,-,6,-,-,[Main] Delete 1 of your opponents unsuspended level 4 Digimon and 1 of your opponents unsuspended level 5 Digimon.,-,[Security] Activate this card's [Main] effect.,-,-,
BT5-109,White,-,Mega Digimon Fusion!,Option,-,Rare,-,0,-,-,"[Main] The next time one of your Digimon digivolves from level 6 to level 7 this turn, reduce the cost of the digivolution by 6. At the end of the turn, return the Digimon that digivolved with this effect to the bottom of its owner's deck. (Trash all of the digivolution cards of that Digimon.)",-,[Security] Add this card to its owner's hand.,-,-,
BT5-110,White,-,All Delete,Option,-,Rare,-,10,-,-,[Main] You may return 1 of your Digimon with [Omnimon] in its name to its owner's hand to delete all Digimon and Tamers in play. (Trash the digivolution cards of the Digimon returned to the hand).,-,[Security] Add this card to its owner's hand.,-,-,
BT5-111,White,-,Omnimon X Anti-body,Mega (Lv7),7,Secret Rare,15000,15,6(R)/6(B),-,"Your Digimon with [Omnimon] in its name can digivolve into this card in your hand for a memory cost of 3, ignoring this card's digivolution requirements[When Attacking] Delete 1 of your opponent's Digimon with DP less than or equal to this Digimon's DP.[Opponent's Turn] When your opponent's Digimon attacks, you may trash 2 of this Digimon's digivolution cards to end the attack.",-,-,Vaccine,Holy Warrior/ Royal Knight/ X-Antibody,
